StartTime,DataProvider,SettlementDate,SettlementPeriod,Price,Volume
2026-02-11T15:30:00Z,N2EXMIDP,2026-02-11,32,0.00,0.000
2026-02-11T15:00:00Z,APXMIDP,2026-02-11,31,80.66,2852.800
2026-02-11T15:00:00Z,N2EXMIDP,2026-02-11,31,0.00,0.000
2026-02-11T14:30:00Z,APXMIDP,2026-02-11,30,81.98,3463.450
2026-02-11T14:30:00Z,N2EXMIDP,2026-02-11,30,0.00,0.000
2026-02-11T14:00:00Z,APXMIDP,2026-02-11,29,82.41,3535.200
2026-02-11T14:00:00Z,N2EXMIDP,2026-02-11,29,0.00,0.000
2026-02-11T13:30:00Z,APXMIDP,2026-02-11,28,81.21,3047.500
2026-02-11T13:30:00Z,N2EXMIDP,2026-02-11,28,0.00,0.000
2026-02-11T13:00:00Z,APXMIDP,2026-02-11,27,80.60,3113.050
2026-02-11T13:00:00Z,N2EXMIDP,2026-02-11,27,0.00,0.000
2026-02-11T12:30:00Z,APXMIDP,2026-02-11,26,83.88,3158.800
2026-02-11T12:30:00Z,N2EXMIDP,2026-02-11,26,0.00,0.000
2026-02-11T12:00:00Z,APXMIDP,2026-02-11,25,86.95,3367.200
2026-02-11T12:00:00Z,N2EXMIDP,2026-02-11,25,0.00,0.000
2026-02-11T11:30:00Z,APXMIDP,2026-02-11,24,86.79,3551.700
2026-02-11T11:30:00Z,N2EXMIDP,2026-02-11,24,0.00,0.000
2026-02-11T11:00:00Z,APXMIDP,2026-02-11,23,88.18,3516.850
2026-02-11T11:00:00Z,N2EXMIDP,2026-02-11,23,0.00,0.000
2026-02-11T10:30:00Z,APXMIDP,2026-02-11,22,88.90,3383.600
2026-02-11T10:30:00Z,N2EXMIDP,2026-02-11,22,0.00,0.000
2026-02-11T10:00:00Z,APXMIDP,2026-02-11,21,91.74,3369.900
2026-02-11T10:00:00Z,N2EXMIDP,2026-02-11,21,0.00,0.000
2026-02-11T09:30:00Z,APXMIDP,2026-02-11,20,93.11,2843.900
2026-02-11T09:30:00Z,N2EXMIDP,2026-02-11,20,0.00,0.000
2026-02-11T09:00:00Z,APXMIDP,2026-02-11,19,93.18,2647.150
2026-02-11T09:00:00Z,N2EXMIDP,2026-02-11,19,0.00,0.000
2026-02-11T08:30:00Z,APXMIDP,2026-02-11,18,95.72,3026.900
2026-02-11T08:30:00Z,N2EXMIDP,2026-02-11,18,0.00,0.000
2026-02-11T08:00:00Z,APXMIDP,2026-02-11,17,94.40,2578.950
2026-02-11T08:00:00Z,N2EXMIDP,2026-02-11,17,0.00,0.000
2026-02-11T07:30:00Z,APXMIDP,2026-02-11,16,92.37,2191.450
2026-02-11T07:30:00Z,N2EXMIDP,2026-02-11,16,0.00,0.000
2026-02-11T07:00:00Z,APXMIDP,2026-02-11,15,86.02,1989.700
2026-02-11T07:00:00Z,N2EXMIDP,2026-02-11,15,0.00,0.000
2026-02-11T06:30:00Z,APXMIDP,2026-02-11,14,80.22,2122.100
2026-02-11T06:30:00Z,N2EXMIDP,2026-02-11,14,0.00,0.000
2026-02-11T06:00:00Z,APXMIDP,2026-02-11,13,80.13,1946.050
2026-02-11T06:00:00Z,N2EXMIDP,2026-02-11,13,0.00,0.000
2026-02-11T05:30:00Z,APXMIDP,2026-02-11,12,77.43,1853.200
2026-02-11T05:30:00Z,N2EXMIDP,2026-02-11,12,0.00,0.000
2026-02-11T05:00:00Z,APXMIDP,2026-02-11,11,75.23,1926.400
2026-02-11T05:00:00Z,N2EXMIDP,2026-02-11,11,0.00,0.000
2026-02-11T04:30:00Z,APXMIDP,2026-02-11,10,73.64,1806.600
2026-02-11T04:30:00Z,N2EXMIDP,2026-02-11,10,0.00,0.000
2026-02-11T04:00:00Z,APXMIDP,2026-02-11,9,73.59,1832.750
2026-02-11T04:00:00Z,N2EXMIDP,2026-02-11,9,0.00,0.000
2026-02-11T03:30:00Z,APXMIDP,2026-02-11,8,70.67,1694.150
2026-02-11T03:30:00Z,N2EXMIDP,2026-02-11,8,0.00,0.000
2026-02-11T03:00:00Z,APXMIDP,2026-02-11,7,72.11,1524.400
2026-02-11T03:00:00Z,N2EXMIDP,2026-02-11,7,0.00,0.000
